key,population,area_km,population_density,cluster
Brazil.regions.AL:Branquinha,10494.0,165.25,63.503782148260214,5
Brazil.regions.AL:Cacimbinhas,10858.0,273.767,39.66146394561799,96
Brazil.regions.AL:Cajueiro,21264.0,94.357,225.35688926099812,81
Brazil.regions.AL:Campestre,6936.0,65.91,105.23441055985435,48
Brazil.regions.AL:Campo Alegre,57063.0,312.708,182.4801412180053,121
Brazil.regions.AL:Campo Grande,9558.0,169.988,56.22749841165259,5
Brazil.regions.AL:Canapi,17722.0,602.778,29.400542156482153,25
Brazil.regions.AL:Capela,17053.0,257.561,66.20955812409488,5
Brazil.regions.AL:Coité do Nóia,10693.0,88.759,120.47229013395824,3
Brazil.regions.AL:Colônia Leopoldina,21698.0,207.894,104.37049650302558,48
Brazil.regions.AL:Coqueiro Seco,5845.0,39.608,147.57119773783074,64
Brazil.regions.AL:Coruripe,56933.0,897.78,63.415313328432354,5
Brazil.regions.AL:Craíbas,24219.0,278.88,86.84380378657487,6
Brazil.regions.AL:Delmiro Gouveia,52016.0,626.69,83.00116485024493,6
Brazil.regions.AL:Flexeiras,12790.0,333.052,38.40241163542029,96
Brazil.regions.AL:Ibateguara,15616.0,265.312,58.85900373899409,5
Brazil.regions.AL:Igaci,25631.0,334.344,76.66056516641542,6
Brazil.regions.AL:Inhapi,18385.0,372.02,49.419386054513204,73
Brazil.regions.AL:Japaratinga,8361.0,85.356,97.95444959932519,48
Brazil.regions.AL:Jaramataia,5770.0,105.863,54.50440663876898,5
Brazil.regions.AL:Jequiá da Praia,11580.0,334.57,34.611590997399645,53
Brazil.regions.AL:Joaquim Gomes,23993.0,298.291,80.4348773513113,6
Brazil.regions.AL:Junqueiro,24727.0,247.724,99.81673152379261,48
Brazil.regions.AL:Lagoa da Canoa,17852.0,83.621,213.48704272850122,183
Brazil.regions.AL:Limoeiro de Anadia,28635.0,309.205,92.60846364062678,192
Brazil.regions.AL:Maceió,1018948.0,509.32,2000.6047278724575,35
Brazil.regions.AL:Major Isidoro,19804.0,448.496,44.156469622917484,96
Brazil.regions.AL:Maragogi,32704.0,334.165,97.86781978962487,48
Brazil.regions.AL:Maravilha,9163.0,332.374,27.568341687376268,25
Brazil.regions.AL:Marechal Deodoro,51901.0,331.186,156.712542196832,162
Brazil.regions.AL:Maribondo,13264.0,180.107,73.64511096181714,6
Brazil.regions.AL:Matriz de Camaragibe,24642.0,238.344,103.38837982076326,48
Brazil.regions.AL:Messias,17856.0,114.156,156.4175339009776,162
Brazil.regions.AL:Murici,28236.0,418.028,67.54571464112452,5
Brazil.regions.AL:Novo Lino,12690.0,215.547,58.87347075115868,5
Brazil.regions.AL:Olho d'Água das Flores,21688.0,191.323,113.35803850033712,3
Brazil.regions.AL:Olivença,11624.0,175.708,66.15521205636624,5
Brazil.regions.AL:Palestina,5011.0,38.189,131.21579512425043,3
Brazil.regions.AL:Palmeira dos Índios,73218.0,450.958,162.36101809924648,162
Brazil.regions.AL:Paripueira,13176.0,92.788,142.0011208345907,64
Brazil.regions.AL:Passo de Camaragibe,15245.0,251.573,60.598712898443,5
Brazil.regions.AL:Paulo Jacinto,7564.0,118.457,63.85439442160447,5
Brazil.regions.AL:Penedo,63683.0,689.875,92.31092589237181,192
Brazil.regions.AL:Piaçabuçu,17827.0,241.125,73.93260756868844,6
Brazil.regions.AL:Pilar,35111.0,251.066,139.84768945217593,64
Brazil.regions.AL:Pindoba,2908.0,117.086,24.836445006234733,25
Brazil.regions.AL:Porto Calvo,27165.0,313.23,86.72540944353989,6
Brazil.regions.AL:Porto Real do Colégio,20066.0,236.677,84.78221373432991,6
Brazil.regions.AL:Poço das Trincheiras,14386.0,284.257,50.60913187713935,73
Brazil.regions.AL:Quebrangulo,11294.0,319.829,35.31262018140944,53
Brazil.regions.AL:Rio Largo,75120.0,293.816,255.67021537288645,50
Brazil.regions.AL:Santa Luzia do Norte,7296.0,28.857,252.832934816509,50
Brazil.regions.AL:Santana do Ipanema,47654.0,437.875,108.83014558949472,48
Brazil.regions.AL:Satuba,13828.0,41.268,335.078026558108,88
Brazil.regions.AL:São José da Laje,23927.0,256.637,93.23285418704239,192
Brazil.regions.AL:São Luís do Quitunde,34555.0,397.366,86.9601324723303,6
Brazil.regions.AL:São Miguel dos Campos,61251.0,360.882,169.7258383626781,162
Brazil.regions.AL:São Miguel dos Milagres,7951.0,76.731,103.62174349350329,48
Brazil.regions.AL:São Sebastião,34152.0,315.167,108.36159877144499,48
Brazil.regions.AL:Taquarana,19980.0,153.702,129.9918023187727,3
Brazil.regions.AL:Teotônio Vilela,44169.0,299.222,147.61280921857352,64
Brazil.regions.AL:União dos Palmares,65611.0,420.72,155.9493249667237,162
Brazil.regions.AL:Viçosa,25733.0,371.612,69.24695650301928,5
Brazil.regions.AM,4144597.0,1559168.117,2.6582104615983497,65
Brazil.regions.AM:Alvarães,16041.0,5923.461,2.7080451783172035,82
Brazil.regions.AM:Amaturá,11536.0,4754.109,2.426532500622093,82
Brazil.regions.AM:Anamã,13614.0,2446.121,5.565546430450497,84
Brazil.regions.AM:Anori,21010.0,6036.38,3.480562853895878,82
Brazil.regions.AM:Apuí,21973.0,54240.556,0.4051027795511536,97
Brazil.regions.AM:Atalaia do Norte,19921.0,76435.093,0.26062635915154836,69
Brazil.regions.AM:Autazes,39565.0,7652.852,5.169968006698679,82
Brazil.regions.AM:Barcelos,27502.0,122461.086,0.22457746291748548,72
Brazil.regions.AM:Barreirinha,32041.0,5751.765,5.570637882458689,82
Brazil.regions.AM:Benjamin Constant,42984.0,8695.392,4.943307903772481,82
Brazil.regions.AM:Beruri,19679.0,17472.785,1.1262657899127129,47
Brazil.regions.AM:Boa Vista do Ramos,19207.0,2589.407,7.417528414806942,84
Brazil.regions.AM:Boca do Acre,34308.0,21938.591,1.5638196637149577,80
Brazil.regions.AM:Borba,41161.0,44236.184,0.930482611248746,26
Brazil.regions.AM:Caapiranga,13081.0,9455.539,1.3834219286705918,82
Brazil.regions.AM:Canutama,15629.0,33642.597,0.464559855471324,26
Brazil.regions.AM:Carauari,28294.0,25778.658,1.097574590577989,80
Brazil.regions.AM:Careiro,37869.0,6096.21,6.211892306859507,82
Brazil.regions.AM:Careiro da Várzea,30225.0,2627.474,11.503443992214574,34
Brazil.regions.AM:Coari,85097.0,57970.768,1.4679294916361985,97
Brazil.regions.AM:Codajás,28637.0,18700.713,1.5313319871814512,47
Brazil.regions.AM:Eirunepé,35273.0,14966.244,2.3568371596774713,47
Brazil.regions.AM:Fonte Boa,17609.0,12155.427,1.4486533463612592,47
Brazil.regions.AM:Humaitá,55080.0,33111.143,1.6634883308015072,26
Brazil.regions.AM:Iranduba,48296.0,2216.817,21.786191643243445,25
Brazil.regions.AM:Itacoatiara,101337.0,8891.906,11.396544227975419,82
Brazil.regions.AM:Itapiranga,9148.0,4335.075,2.1102287734352925,82
Brazil.regions.AM:Japurá,2755.0,55827.207,0.049348698386433694,97
Brazil.regions.AM:Juruá,14712.0,19442.548,0.7566909440058989,47
Brazil.regions.AM:Jutaí,14317.0,69457.415,0.20612630055408773,69
Brazil.regions.AM:Lábrea,46069.0,68262.696,0.6748781208407005,69
Brazil.regions.AM:Manacapuru,97377.0,7336.579,13.272807394290991,82
Brazil.regions.AM:Manaquiri,32105.0,3973.259,8.080268615763533,84
Brazil.regions.AM:Manaus,2182763.0,11401.092,191.45209950064432,93
Brazil.regions.AM:Manicoré,55751.0,48315.021,1.1539061527055945,97
Brazil.regions.AM:Maraã,18224.0,16830.827,1.0827750769466051,47
Brazil.regions.AM:Maués,63905.0,39991.066,1.5979819092594332,26
Brazil.regions.AM:Nhamundá,21173.0,14107.04,1.5008818292143495,47
Brazil.regions.AM:Nova Olinda do Norte,37378.0,5578.132,6.700809518311866,82
Brazil.regions.AM:Novo Airão,19454.0,37776.77,0.5149725611797938,26
Brazil.regions.AM:Novo Aripuanã,25644.0,41179.656,0.6227346823878276,26
Brazil.regions.AM:Parintins,114273.0,5956.047,19.18604739015659,25
Brazil.regions.AM:Pauini,19426.0,41624.668,0.4666944130341172,26
Brazil.regions.AM:Presidente Figueiredo,36279.0,25459.099,1.4249915128575446,80
Brazil.regions.AM:Rio Preto da Eva,33347.0,5815.622,5.734038422717295,82
Brazil.regions.AM:Santa Isabel do Rio Negro,25156.0,62800.079,0.40057274450243924,69
Brazil.regions.AM:Santo Antônio do Içá,21602.0,12366.143,1.7468664239124518,47
Brazil.regions.AM:Silves,9171.0,3723.382,2.4630832936292864,82
Brazil.regions.AM:São Gabriel da Cachoeira,45564.0,109181.24,0.4173244414516633,72
Brazil.regions.AM:São Paulo de Olivença,39299.0,19658.502,1.9990841621604738,47
Brazil.regions.AM:São Sebastião do Uatumã,14020.0,10647.463,1.3167455947017614,82
Brazil.regions.AM:Tabatinga,65844.0,3266.062,20.160058198527768,34
Brazil.regions.AM:Tapauá,17156.0,84946.166,0.20196320573196913,69
Brazil.regions.AM:Tefé,59849.0,23692.223,2.5261031858428815,80
Brazil.regions.AM:Tonantins,18755.0,6446.894,2.9091528416629773,82
Brazil.regions.AM:Urucará,16256.0,27901.962,0.5826113590148249,80
Brazil.regions.AM:Urucurituba,23065.0,2886.494,7.9906627209341154,84
Brazil.regions.AP,845731.0,142470.762,5.936172363561866,79
Brazil.regions.AP:Amapá,9109.0,8454.847,1.0773701759475955,82
Brazil.regions.AP:Calçoene,11117.0,14117.297,0.7874736927331061,47
Brazil.regions.AP:Cutias,5983.0,2179.114,2.745611289726008,84
Brazil.regions.AP:Ferreira Gomes,7780.0,4973.852,1.5641800359158256,82
Brazil.regions.AP:Itaubal,5503.0,1622.867,3.390912502380047,84
Brazil.regions.AP:Laranjal do Jari,50410.0,30782.998,1.6375922838964547,26
Brazil.regions.AP:Macapá,503327.0,6563.849,76.68168478586269,6
Brazil.regions.AP:Mazagão,21632.0,13294.778,1.627105018225953,47
Brazil.regions.AP:Oiapoque,27270.0,23034.392,1.1838819101454903,80
Brazil.regions.AP:Pedra Branca do Amapari,16502.0,9622.29,1.7149763725682763,82
Brazil.regions.AP:Porto Grande,21971.0,4428.013,4.9618192177845915,82
Brazil.regions.AP:Pracuúba,5120.0,4948.511,1.0346546668280618,82
Brazil.regions.AP:Santana,121364.0,1541.224,78.74520510970501,6
Brazil.regions.AP:Serra do Navio,5397.0,7713.046,0.6997235592786559,82
Brazil.regions.AP:Tartarugalzinho,17315.0,6684.705,2.590241454185338,82
Brazil.regions.AP:Vitória do Jari,15931.0,2508.979,6.349594795333082,84
Brazil.regions.BA,14873064.0,564722.611,26.336937303896974,174
Brazil.regions.BA:Abaíra,8739.0,538.677,16.223079879036973,34
Brazil.regions.BA:Acajutiba,15159.0,181.475,83.53216696514671,6
Brazil.regions.BA:Adustina,17040.0,632.139,26.956096681267887,25
Brazil.regions.BA:Aiquara,4446.0,167.877,26.483675548169195,25
Brazil.regions.BA:Alagoinhas,151596.0,707.558,214.25240050992286,183
Brazil.regions.BA:Almadina,5464.0,245.236,22.28057870785692,25
Brazil.regions.BA:Amargosa,37241.0,431.673,86.27132111575197,6
Brazil.regions.BA:Amélia Rodrigues,25102.0,173.484,144.69345876276773,64
Brazil.regions.BA:Anguera,11221.0,187.84,59.73701022146508,5
Brazil.regions.BA:Aracatu,13135.0,1489.804,8.816596008602474,84
Brazil.regions.BA:Araci,54379.0,1495.554,36.360439007886036,53
Brazil.regions.BA:Arataca,11019.0,435.962,25.27513865887394,25
Brazil.regions.BA:Aurelino Leal,11531.0,445.394,25.889437217385055,25
Brazil.regions.BA:Barra,53578.0,11422.537,4.69055166991361,47
Brazil.regions.BA:Barra do Choça,31603.0,765.152,41.30290452093178,96
Brazil.regions.BA:Barra do Rocha,5714.0,214.411,26.64975211159875,25
Brazil.regions.BA:Barreiras,155439.0,7859.716,19.77666877530944,25
Brazil.regions.BA:Barro Preto,5591.0,201.585,27.735198551479524,25
Brazil.regions.BA:Barrocas,15978.0,207.297,77.07781588735004,6
Brazil.regions.BA:Belmonte,23328.0,1939.447,12.028170916761326,34
Brazil.regions.BA:Boa Vista do Tupim,18576.0,2972.109,6.250107247076066,84
Brazil.regions.BA:Bom Jesus da Lapa,69148.0,4115.511,16.801801768966232,34
Brazil.regions.BA:Brumado,67195.0,2207.612,30.43786679905708,25
Brazil.regions.BA:Buerarema,18349.0,219.487,83.59948425191469,6
Brazil.regions.BA:Cachoeira,33470.0,399.93,83.6896456879954,6
Brazil.regions.BA:Caetanos,14542.0,877.65,16.56924742209309,34
Brazil.regions.BA:Cairu,18176.0,448.818,40.49748450374094,96
Brazil.regions.BA:Caldeirão Grande,13327.0,458.311,29.078507825472226,25
Brazil.regions.BA:Camacan,31988.0,584.848,54.694553114655434,5
Brazil.regions.BA:Camamu,35316.0,839.702,42.05777764016282,96
Brazil.regions.BA:Camaçari,299132.0,785.335,380.89732407189285,102
Brazil.regions.BA:Campo Alegre de Lourdes,28798.0,2781.17,10.354634919835895,84
Brazil.regions.BA:Campo Formoso,71206.0,7161.827,9.942435079763865,82
Brazil.regions.BA:Canarana,26176.0,579.727,45.15228719724974,73
Brazil.regions.BA:Canavieiras,31099.0,1334.295,23.30743950925395,25
Brazil.regions.BA:Candeias,87076.0,251.628,346.0505190201409,88
Brazil.regions.BA:Cansanção,34834.0,1351.891,25.766870258031155,25
Brazil.regions.BA:Capela do Alto Alegre,11637.0,629.586,18.48357492066215,34
Brazil.regions.BA:Capim Grosso,30662.0,464.776,65.97156479680534,5
Brazil.regions.BA:Castro Alves,26264.0,713.789,36.79518737329939,53
Brazil.regions.BA:Catu,54704.0,426.955,128.12591490906536,3
Brazil.regions.BA:Coaraci,16993.0,274.5,61.90528233151184,5
Brazil.regions.BA:Conceição do Coité,66612.0,1015.252,65.61129650569514,5
Brazil.regions.BA:Conceição do Jacuípe,33153.0,117.529,282.0835708633614,182
Brazil.regions.BA:Conde,25837.0,931.106,27.74872033903766,25
Brazil.regions.BA:Coração de Maria,22605.0,378.42,59.73521484065324,5
Brazil.regions.BA:Cravolândia,5349.0,182.585,29.295944354684117,25
Brazil.regions.BA:Cruz das Almas,63239.0,139.117,454.57420732189456,160
Brazil.regions.BA:Curaçá,34700.0,5935.944,5.84574248005035,82
Brazil.regions.BA:Dias d'Ávila,81089.0,184.23,440.15089833360474,160
Brazil.regions.BA:Dom Basílio,12199.0,688.646,17.714471586272193,34
Brazil.regions.BA:Dário Meira,10710.0,413.637,25.89226785804945,25
Brazil.regions.BA:Encruzilhada,17006.0,1890.133,8.99725045803655,84
Brazil.regions.BA:Entre Rios,41780.0,1187.514,35.18274310871283,53
Brazil.regions.BA:Euclides da Cunha,60585.0,1992.639,30.404403406738503,25
Brazil.regions.BA:Eunápolis,113380.0,1425.97,79.51078914703675,6
Brazil.regions.BA:Feira de Santana,614872.0,1304.425,471.37397703969185,22
Brazil.regions.BA:Floresta Azul,10629.0,321.013,33.11080859653659,53
Brazil.regions.BA:Gandu,32403.0,229.631,141.1089966076009,64
Brazil.regions.BA:Gongogi,7128.0,202.193,35.25344596499384,53
Brazil.regions.BA:Governador Mangabeira,20722.0,106.848,193.93905360886492,121
Brazil.regions.BA:Guanambi,84481.0,1272.366,66.3967757704937,5
Brazil.regions.BA:Guaratinga,20843.0,2189.404,9.519942413551815,84
Brazil.regions.BA:Ibicaraí,21689.0,230.953,93.91088230072785,192
Brazil.regions.BA:Ibirapitanga,23375.0,472.694,49.45059594579157,73
Brazil.regions.BA:Ibirataia,15312.0,318.129,48.13141838688079,73
Brazil.regions.BA:Ibotirama,26927.0,1740.087,15.474513630640308,34
Brazil.regions.BA:Ilhéus,162327.0,1588.555,102.18531936256535,48
Brazil.regions.BA:Ipiaú,45873.0,280.454,163.56693076226404,162
Brazil.regions.BA:Ipirá,59595.0,3105.28,19.191506079967024,34
Brazil.regions.BA:Irará,29034.0,267.88,108.38435120203076,48
Brazil.regions.BA:Irecê,72967.0,319.174,228.61197967252974,81
Brazil.regions.BA:Itabela,30584.0,924.926,33.066429098111634,53
Brazil.regions.BA:Itaberaba,64489.0,2386.39,27.02366335762386,25
Brazil.regions.BA:Itabuna,213223.0,401.028,531.6910539912425,87
Brazil.regions.BA:Itacaré,28296.0,726.265,38.96098531527748,96
Brazil.regions.BA:Itagi,12351.0,310.621,39.762282653136786,96
Brazil.regions.BA:Itagibá,14579.0,810.994,17.97670512975435,34
Brazil.regions.BA:Itajuípe,20491.0,270.752,75.68180475121144,6
Brazil.regions.BA:Itamaraju,64486.0,2360.289,27.32123057811988,25
Brazil.regions.BA:Itamari,8035.0,143.479,56.001226660347506,5
Brazil.regions.BA:Itaparica,22228.0,118.04,188.3090477804134,121
Brazil.regions.BA:Itapebi,10259.0,1013.074,10.126604769246867,84
Brazil.regions.BA:Itapetinga,76147.0,1651.158,46.117330988312446,73
Brazil.regions.BA:Itapicuru,35576.0,1556.747,22.8527821155268,25
Brazil.regions.BA:Itapitanga,10313.0,420.664,24.51600327101915,25
Brazil.regions.BA:Itapé,8761.0,453.144,19.333810003001254,34
Brazil.regions.BA:Itarantim,19747.0,1674.029,11.796091943449008,34
Brazil.regions.BA:Itatim,14487.0,547.51,26.459790688754545,25
Brazil.regions.BA:Itororó,20382.0,314.064,64.89760048907229,5
Brazil.regions.BA:Ituberá,28602.0,415.428,68.84947572142465,5
Brazil.regions.BA:Jacobina,80518.0,2192.903,36.7175383498495,53
Brazil.regions.BA:Jaguaquara,54423.0,924.743,58.852026995608504,5
Brazil.regions.BA:Jaguarari,33570.0,2466.009,13.613089003324806,34
Brazil.regions.BA:Jequié,155966.0,2969.034,52.53089051859965,5
Brazil.regions.BA:Jitaúna,11166.0,262.05,42.610188895248996,96
Brazil.regions.BA:Juazeiro,216707.0,6721.237,32.24213042926473,25
Brazil.regions.BA:Jussari,5833.0,329.19,17.71925028099274,34
Brazil.regions.BA:Jussiape,6186.0,589.763,10.488959124258388,84
Brazil.regions.BA:Lafaiete Coutinho,3724.0,498.103,7.476365330062256,84
Brazil.regions.BA:Laje,23840.0,449.834,52.99732790318206,73
Brazil.regions.BA:Lajedo do Tabocal,8562.0,382.937,22.358769197021964,25
Brazil.regions.BA:Lauro de Freitas,198440.0,57.664,3441.315205327414,1
Brazil.regions.BA:Licínio de Almeida,12388.0,856.626,14.46138688295709,34
Brazil.regions.BA:Livramento de Nossa Senhora,45732.0,1953.38,23.41172736487524,25
Brazil.regions.BA:Luís Eduardo Magalhães,87519.0,3940.537,22.209917074754024,25
Brazil.regions.BA:Madre de Deus,21093.0,32.201,655.0417688891649,54
Brazil.regions.BA:Manoel Vitorino,13240.0,2201.764,6.013360196642329,84
Brazil.regions.BA:Maracás,20834.0,2413.269,8.63310306476402,84
Brazil.regions.BA:Maragogipe,44677.0,438.182,101.9599161992049,48
Brazil.regions.BA:Maraú,20570.0,848.885,24.231786402162836,25
Brazil.regions.BA:Mata de São João,46583.0,605.21,76.96997736322929,6
Brazil.regions.BA:Medeiros Neto,22688.0,1311.739,17.296123695338782,34
Brazil.regions.BA:Mirante,8641.0,1172.861,7.367454455387296,84
Brazil.regions.BA:Morpará,8519.0,2093.872,4.068539051097679,84
Brazil.regions.BA:Mucugê,9062.0,2462.153,3.6805186355194013,84
Brazil.regions.BA:Nazaré,28525.0,278.629,102.37627813328834,48
Brazil.regions.BA:Nilo Peçanha,13997.0,390.964,35.80125024298913,53
Brazil.regions.BA:Nordestina,13130.0,465.407,28.211866173048538,25
Brazil.regions.BA:Nova Soure,26947.0,921.712,29.23581335601576,25
Brazil.regions.BA:Nova Viçosa,43376.0,1316.38,32.95097160394415,53
Brazil.regions.BA:Oliveira dos Brejinhos,21825.0,3313.418,6.586853816813936,84
Brazil.regions.BA:Ouriçangas,8564.0,156.982,54.55402530226395,5
Brazil.regions.BA:Palmeiras,9019.0,737.454,12.229915357432464,34
Brazil.regions.BA:Paramirim,21607.0,1087.06,19.87654775265395,34
Brazil.regions.BA:Pau Brasil,9831.0,626.306,15.696799966789396,34
Brazil.regions.BA:Paulo Afonso,117782.0,1545.191,76.2248809370492,6
Brazil.regions.BA:Pilão Arcado,35048.0,11626.637,3.0144572329900727,47
Brazil.regions.BA:Piripá,10707.0,511.756,20.922080053775627,34
Brazil.regions.BA:Pojuca,39519.0,314.933,125.48383306925601,3
Brazil.regions.BA:Porto Seguro,148686.0,2285.764,65.04871019055335,5
Brazil.regions.BA:Potiraguá,7224.0,1111.567,6.498933487590042,84
Brazil.regions.BA:Prado,28174.0,1687.833,16.69240973484936,34
Brazil.regions.BA:Presidente Dutra,15142.0,232.063,65.249522758906,5
Brazil.regions.BA:Presidente Tancredo Neves,27719.0,441.892,62.72799688611697,5
Brazil.regions.BA:Quixabeira,8972.0,366.387,24.487768397896215,25
Brazil.regions.BA:Rafael Jambeiro,22621.0,1090.552,20.742706445909963,34
Brazil.regions.BA:Remanso,41008.0,4683.404,8.756024464257193,84
Brazil.regions.BA:Retirolândia,14396.0,242.329,59.406839462053654,5
Brazil.regions.BA:Ribeira do Pombal,53807.0,1177.453,45.69779006041006,73
Brazil.regions.BA:Rio Real,40732.0,738.606,55.147128509651964,5
Brazil.regions.BA:Rio do Pires,11655.0,656.223,17.760730727207065,34
Brazil.regions.BA:Rodelas,9331.0,2207.159,4.227606620093976,84
Brazil.regions.BA:Salvador,2872347.0,693.831,4139.836646099699,16
Brazil.regions.BA:Santa Bárbara,20791.0,347.021,59.9128006662421,5
Brazil.regions.BA:Santa Cruz Cabrália,27778.0,1462.942,18.987765748744653,34
Brazil.regions.BA:Santa Luzia,12597.0,824.462,15.279054704765047,34
Brazil.regions.BA:Santa Maria da Vitória,39845.0,1984.91,20.073958013209666,25
Brazil.regions.BA:Santa Teresinha,10405.0,719.257,14.466317324683668,34
Brazil.regions.BA:Santaluz,37348.0,1623.447,23.005370671170667,25
Brazil.regions.BA:Santanópolis,8943.0,222.686,40.159686733786586,96
Brazil.regions.BA:Santo Amaro,60069.0,489.323,122.759404319846,3
Brazil.regions.BA:Santo Antônio de Jesus,101512.0,261.74,387.83525636127456,102
Brazil.regions.BA:Santo Estêvão,52850.0,360.334,146.6694788723795,64
Brazil.regions.BA:Saubara,12043.0,166.428,72.36162184247843,6
Brazil.regions.BA:Seabra,44091.0,2402.17,18.354654333373574,34
Brazil.regions.BA:Senhor do Bonfim,79015.0,789.361,100.09995426680568,48
Brazil.regions.BA:Serra Preta,14878.0,595.298,24.992524752308928,25
Brazil.regions.BA:Serra do Ramalho,31472.0,2342.146,13.437249428515557,34
Brazil.regions.BA:Serrinha,80861.0,583.314,138.62345152010752,64
Brazil.regions.BA:Serrolândia,13397.0,322.022,41.602747638360114,96
Brazil.regions.BA:Simões Filho,134377.0,201.222,667.8047132023337,54
Brazil.regions.BA:Sátiro Dias,17273.0,1008.179,17.132870254190973,34
Brazil.regions.BA:São Domingos,9058.0,289.963,31.238468356307525,53
Brazil.regions.BA:São Felipe,21074.0,222.408,94.75378583504191,192
Brazil.regions.BA:São Francisco do Conde,39802.0,269.608,147.62915047031245,64
Brazil.regions.BA:São Gonçalo dos Campos,37550.0,294.768,127.38831894913967,3
Brazil.regions.BA:São José da Vitória,5657.0,127.925,44.22122337307016,96
Brazil.regions.BA:São Sebastião do Passé,44300.0,536.584,82.55930106003908,6
Brazil.regions.BA:Taperoá,21074.0,452.004,46.6234812081309,73
Brazil.regions.BA:Teixeira de Freitas,160487.0,1165.622,137.6835715180393,64
Brazil.regions.BA:Tucano,50687.0,2185.014,23.197563036209377,25
Brazil.regions.BA:Ubaitaba,19056.0,181.102,105.22247131450784,48
Brazil.regions.BA:Ubatã,27035.0,177.643,152.18725196039247,64
Brazil.regions.BA:Umburanas,19222.0,1775.633,10.825435210992362,34
Brazil.regions.BA:Una,19002.0,1126.733,16.86468755241925,34
Brazil.regions.BA:Uruçuca,20519.0,510.098,40.225603707522865,96
Brazil.regions.BA:Utinga,19178.0,633.76,30.260666498359,53
Brazil.regions.BA:Valente,28473.0,394.876,72.10618016795146,6
Brazil.regions.BA:Valença,96562.0,1124.319,85.88487786829184,6
Brazil.regions.BA:Vera Cruz,43223.0,299.367,144.38131123336908,64
Brazil.regions.BA:Vitória da Conquista,338480.0,3705.838,91.3369661598807,192
