region,similarity,distance,days,is_same_cluster,score
Brazil.regions.RS:Muçum,1.0,0.0,13,True,1.4999999999999998
Brazil.regions.CE:Milagres,0.9999997834020012,0.13186813186813187,13,True,1.4999996751030018
Brazil.regions.PR:Quitandinha,0.999999602903669,0.24175824175824176,13,True,1.4999994043555032
Brazil.regions.MA:Viana,0.9999995487541693,0.27472527472527475,13,True,1.4999993231312538
Brazil.regions.MG:São Gotardo,0.9999995487541693,0.27472527472527475,13,True,1.4999993231312538
Brazil.regions.BA:Camamu,0.9999995487541693,0.27472527472527475,13,True,1.4999993231312538
Brazil.regions.SE:Tomar do Geru,0.9999995487541693,0.27472527472527475,13,True,1.4999993231312538
Brazil.regions.RN:Currais Novos,0.9999995487541693,0.27472527472527475,13,True,1.4999993231312538
Brazil.regions.PB:Itaporanga,0.9999994404551699,0.34065934065934067,13,True,1.4999991606827545
Brazil.regions.GO:São Luís de Montes Belos,0.9999994404551699,0.34065934065934067,13,True,1.4999991606827545
Brazil.regions.SP:José Bonifácio,0.9999993863056702,0.37362637362637363,13,True,1.4999990794585052
Brazil.regions.BA:São José da Vitória,0.9999993863056702,0.37362637362637363,13,True,1.4999990794585052
Brazil.regions.SP:Colina,0.999999368255837,0.38461538461538464,13,True,1.4999990523837554
Brazil.regions.RJ:Quatis,0.9999993321561705,0.4065934065934066,13,True,1.4999989982342556
Brazil.regions.MG:Camanducaia,0.9999993321561705,0.4065934065934066,13,True,1.4999989982342556
Brazil.regions.PR:Floresta,0.9999993321561705,0.4065934065934066,13,True,1.4999989982342556
Brazil.regions.ES:Sooretama,0.9999993321561705,0.4065934065934066,13,True,1.4999989982342556
Brazil.regions.PE:Altinho,0.9999991697076714,0.5054945054945055,13,True,1.499998754561507
Brazil.regions.PA:Primavera,0.9999991697076714,0.5054945054945055,13,True,1.499998754561507
Brazil.regions.PR:Terra Boa,0.9999991697076714,0.5054945054945055,13,True,1.499998754561507
Brazil.regions.SP:Ilha Solteira,0.9999991697076714,0.5054945054945055,13,True,1.499998754561507
Brazil.regions.CE:Caririaçu,0.9999990794585053,0.5604395604395604,13,True,1.4999986191877577
Brazil.regions.MG:Toledo,0.9999990794585053,0.5604395604395604,13,True,1.4999986191877577
Brazil.regions.MG:Estiva,0.9999989892093392,0.6153846153846154,13,True,1.4999984838140086
Brazil.regions.CE:Carnaubal,0.9999989531096727,0.6373626373626373,13,True,1.4999984296645088
Brazil.regions.MG:Formiga,0.9999989350598395,0.6483516483516484,13,True,1.499998402589759
Brazil.regions.MG:Mariana,0.9999989170100062,0.6593406593406593,13,True,1.499998375515009
Brazil.regions.CE:Reriutaba,0.9999988809103397,0.6813186813186813,13,True,1.4999983213655095
Brazil.regions.CE:Jardim,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.PE:Ipubi,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.SC:Rio Negrinho,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.CE:Ipaumirim,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.BA:Canarana,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.SP:São Sebastião da Grama,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.MG:Cambuquira,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.CE:Mauriti,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.SP:Ibirá,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.PA:Quatipuru,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.SP:Itararé,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.RJ:Carapebus,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.RS:Cruz Alta,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.MG:Botelhos,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.MG:Bom Despacho,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.SP:Salto Grande,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.MG:Boa Esperança,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.RS:Santo Antônio da Patrulha,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.MG:Alpercata,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.MA:Itapecuru Mirim,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.SP:Promissão,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.SP:Itapeva,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.MG:Carmo do Cajuru,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.GO:Aragoiânia,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.SP:Duartina,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.BA:Ribeira do Pombal,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.SP:Bilac,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.BA:Ibirapitanga,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
Brazil.regions.PE:Tuparetama,0.9999987184618407,0.7802197802197802,13,True,1.4999980776927608
