region,cases_distance,deaths_distance,cases_per_100k_distance,deaths_per_100k_distance,is_same_cluster
Brazil.regions.PR:Santo Antônio do Caiuá,14.1025641025641,0.010683760683760682,325.0877266735147,27.863416110119434,False
Brazil.regions.RS:Saldanha Marinho,4.701421800947868,0.7203791469194313,574.5542122481921,53.07230157616383,False
United_States_of_America.regions.Georgia:Brooks,4.3731704212803875,3.7787959781086924,125.40459194281031,22.53161677640593,False
United_States_of_America.regions.Georgia:Dooly,53.52691867124857,5.738831615120275,335.8447690121897,41.46408232515635,False
United_States_of_America.regions.Georgia:Mitchell,166.8288150693649,18.999618174875906,577.5302749691434,82.84839890704173,False
United_States_of_America.regions.Indiana:Newton,4.393407152857324,4.116074837724322,102.50918625968943,28.121401827946663,False
United_States_of_America.regions.Kansas:Seward,444.6281023291332,1.0754740995290824,1897.0497542855026,9.878987374547666,False
United_States_of_America.regions.Kentucky:Jackson,16.947308132875143,7.511772941326206,133.84061764447208,54.785266574145645,False
United_States_of_America.regions.Louisiana:Allen,28.560773832251495,6.25175003181876,120.1064268234522,19.257254304188113,False
United_States_of_America.regions.Louisiana:East Feliciana,49.534046073564966,7.2737686139747995,101.25221838128725,34.691456828018126,False
United_States_of_America.regions.Louisiana:Plaquemines,83.9063255695558,8.806160112002036,166.65332914138406,33.06257729295447,False
United_States_of_America.regions.Louisiana:Pointe Coupee,28.608883797887234,7.479954180985108,57.02305348683533,30.716955906660925,False
United_States_of_America.regions.Minnesota:Nobles,866.3475348338693,0.5131296891747051,3829.7779263494713,3.4011848624737016,False
United_States_of_America.regions.Tennessee:Bledsoe,294.9665266641211,1.1251113656611937,1903.4535990122483,10.110634127077587,False
United_States_of_America.regions.Virginia:Greensville,15.132111492936236,3.178057782868779,140.43518234305145,27.961219114668516,False
Czechia,2457.1590938017052,27.77777777777778,355.1426738560938,9.843919023165718,False
Portugal,6018.739595265368,146.4642993508973,319.71627823610584,8.677908825465309,False
United_Arab_Emirates,28.792032582410584,1.1251113656611937,378.5252647091988,10.110634127077587,False
Brazil.regions.AM:Tabatinga,172.1967672139493,17.822324042255314,84.90763645220886,21.775367743379746,False
Brazil.regions.PB:São José do Sabugi,17.944444444444443,0.7222222222222222,497.057380292219,6.490134994807892,False
Brazil.regions.RN:Taboleiro Grande,7.158125915080527,0.0,33.42653077026226,27.658033622982046,False
Brazil.regions.RS:Esperança do Sul,3.0555555555555554,0.19444444444444445,46.01259673812552,24.83818580719712,False
Brazil.regions.RS:Tunas,12.677433247200689,0.384151593453919,57.21180832828319,20.685833208318613,False
Brazil.regions.SP:Arandu,23.09255079006772,0.9744168547780285,164.4978547977734,21.620946627964805,False
Brazil.regions.SP:Pedrinhas Paulista,9.782305005820723,0.06286379511059371,34.18856525138671,23.90964488083951,False
Brazil.regions.SP:São João das Duas Pontes,3.2857142857142856,0.47619047619047616,28.95598689991214,34.23367909349218,False
United_States_of_America.regions.Alabama:Chambers,145.5528827796869,9.235077001400024,190.02728644169727,21.89640015091123,False
United_States_of_America.regions.Alabama:Tallapoosa,127.35178821433117,9.134529718722158,80.3351422640819,18.054351087217544,False
United_States_of_America.regions.Idaho:Nez Perce,7.257859233804251,9.689321624029526,286.91449342528784,17.852090987431765,False
United_States_of_America.regions.Kentucky:Adair,31.422425862288403,8.337660684739724,90.88128770976735,39.50614418806909,False
United_States_of_America.regions.Louisiana:Iberville,182.81519663993888,13.776250477281405,316.0430772131913,36.653306035182965,False
United_States_of_America.regions.Tennessee:Lake,101.46729708431837,0.9771473601260837,1633.9346568657388,8.780979152822464,False
United_States_of_America.regions.Virginia:Richmond,71.23444062619319,0.9405625556828305,865.8214033066722,10.01848110473116,False
United_States_of_America.regions.Arizona:Maricopa,41.039709812905684,1.1251113656611937,378.63935593767053,10.110634127077587,False
United_States_of_America.regions.Maryland,2749.159348351788,60.693648975435906,332.49454712591637,9.09151676105612,False
United_States_of_America.regions.New York:Westchester,9062.17067583047,129.1587119765814,594.327197783016,12.521026225757401,False
Brazil.regions.AM:Amaturá,75.07886017229953,1.5473823724320745,644.0881599297315,13.308199030765909,False
Brazil.regions.AM:Rio Preto da Eva,174.98867497168743,3.272933182332956,381.3050034309744,6.895668291582338,False
Brazil.regions.TO:Lizarda,7.544592030360532,0.09867172675521822,50.046647743006965,18.638324912598264,False
United_States_of_America.regions.Montana:Toole,17.77357770141275,3.553519154893725,159.73911081118737,88.6780170670719,False
United_States_of_America.regions.North Dakota:Emmons,41.13771159475626,0.1551482754231895,347.80916083993105,20.437732018358314,False
United_States_of_America.regions.Texas:Hartley,19.847283406754777,0.930004894762604,117.07991526925805,20.53281845641105,False
United_States_of_America.regions.Texas:Oldham,39.3927707776505,0.14509354715540282,250.8008482110836,36.291724703689034,False
Dominican_Republic,783.1588392516227,36.330660557464675,370.91914055585147,9.76249253170183,False
Switzerland,8199.330533282424,145.64592083492428,281.8945387587159,8.388316284361002,False
Sweden.regions.Sörmland,380.9152348224513,51.77166857579228,235.1312154128275,11.94826339777787,False
United_States_of_America.regions.Louisiana:West Baton Rouge,23.420389461626574,7.499045437189768,131.35542111073727,23.934594070907906,False
United_States_of_America.regions.Ohio:Pickaway,921.4357897416315,5.918289423444063,1319.5314609252796,7.2423770997516685,False
Israel,1246.0875652284585,3.329515082092401,364.16663819780683,10.071837574699689,False
United_States_of_America.regions.New Jersey,22691.480590556195,617.2394043528063,127.38831821974253,5.802155864587665,False
United_States_of_America.regions.Illinois:DuPage,919.5192821687666,41.835306096474476,274.4742566277624,5.468841299061523,False
