region,similarity,distance,days
Brazil.regions.SP:Mococa,0.9797387437465258,0.7714285714285715,35
Brazil.regions.PR:União da Vitória,0.978988326848249,0.8,35
Brazil.regions.RS:Cruzeiro do Sul,0.9782379099499722,0.8285714285714286,35
Brazil.regions.SP:Adamantina,0.9774874930516954,0.8571428571428571,35
Brazil.regions.SP:Laranjal Paulista,0.9774874930516954,0.8571428571428571,35
Brazil.regions.MG:Machado,0.9767370761534185,0.8857142857142857,35
Brazil.regions.PR:Campina Grande do Sul,0.9767370761534185,0.8857142857142857,35
Brazil.regions.PR:Mandirituba,0.9767370761534185,0.8857142857142857,35
Brazil.regions.RS:Eldorado do Sul,0.9767370761534185,0.8857142857142857,35
Brazil.regions.RS:Rio Grande,0.9767370761534185,0.8857142857142857,35
Brazil.regions.AL:Porto Real do Colégio,0.9759866592551417,0.9142857142857143,35
Brazil.regions.BA:Cachoeira,0.9759866592551417,0.9142857142857143,35
Brazil.regions.BA:Itajuípe,0.9759866592551417,0.9142857142857143,35
Brazil.regions.GO:Nova Veneza,0.9759866592551417,0.9142857142857143,35
Brazil.regions.PR:Cornélio Procópio,0.9759866592551417,0.9142857142857143,35
Brazil.regions.RS:Rolante,0.9759866592551417,0.9142857142857143,35
Brazil.regions.RS:Tupandi,0.9759866592551417,0.9142857142857143,35
Brazil.regions.SC:Canelinha,0.9759866592551417,0.9142857142857143,35
Brazil.regions.SE:Capela,0.9759866592551417,0.9142857142857143,35
Brazil.regions.SP:Batatais,0.9759866592551417,0.9142857142857143,35
Brazil.regions.PR:Marechal Cândido Rondon,0.9752362423568649,0.9428571428571428,35
Brazil.regions.SP:Ibiúna,0.9752362423568649,0.9428571428571428,35
Brazil.regions.MG:Esmeraldas,0.9744858254585881,0.9714285714285714,35
Brazil.regions.PR:Bandeirantes,0.9737354085603113,1.0,35
Brazil.regions.PR:Paranavaí,0.9737354085603113,1.0,35
Brazil.regions.RJ:Paraíba do Sul,0.9737354085603113,1.0,35
Brazil.regions.RS:Arroio do Sal,0.9737354085603113,1.0,35
Brazil.regions.SP:Lençóis Paulista,0.9737354085603113,1.0,35
Brazil.regions.CE:Tianguá,0.9729849916620344,1.0285714285714285,35
Brazil.regions.PE:Petrolina,0.9729849916620344,1.0285714285714285,35
Brazil.regions.SC:Urussanga,0.9729849916620344,1.0285714285714285,35
Brazil.regions.RN:Santo Antônio,0.9722345747637576,1.0571428571428572,35
Brazil.regions.SE:Simão Dias,0.9722345747637576,1.0571428571428572,35
Brazil.regions.MG:Arcos,0.9714841578654808,1.0857142857142856,35
Brazil.regions.SC:Balneário Gaivota,0.9714841578654808,1.0857142857142856,35
Brazil.regions.MG:Uberaba,0.970733740967204,1.1142857142857143,35
Brazil.regions.RJ:Bom Jardim,0.970733740967204,1.1142857142857143,35
Brazil.regions.RS:Taquari,0.9684824902723735,1.2,35
Brazil.regions.ES:Aracruz,0.9662312395775431,1.2857142857142858,35
Brazil.regions.ES:Fundão,0.9647304057809895,1.3428571428571427,35
Brazil.regions.RJ:São João da Barra,0.962479155086159,1.4285714285714286,35
Brazil.regions.RN:Areia Branca,0.9564758198999445,1.6571428571428573,35
Brazil.regions.ES:Colatina,0.9549749861033908,1.7142857142857142,35
Brazil.regions.CE:Limoeiro do Norte,0.9534741523068372,1.7714285714285714,35
French_Polynesia,0.9504724847137298,1.8857142857142857,35
Brazil.regions.SP:Barretos,0.9422178988326848,2.2,35
Brazil.regions.CE:Cascavel,0.9407170650361312,2.257142857142857,35
Brazil.regions.CE:Itapipoca,0.9159533073929961,3.2,35
Brunei_Darussalam,0.8994441356309061,3.8285714285714287,35
Brazil.regions.RR:Boa Vista,0.7778765981100612,8.457142857142857,35
Brazil.regions.AP:Santana,0.7080878265703169,11.114285714285714,35
Brazil.regions.AP:Macapá,0.6638132295719845,12.8,35
Brazil.regions.SC:Caçador,0.9783703364614328,0.8235294117647058,34
Brazil.regions.PR:Ivaiporã,0.972962920576791,1.0294117647058822,34
Brazil.regions.ES:São Gabriel da Palha,0.9745313052706048,0.9696969696969697,33
Brazil.regions.PE:Frei Miguelinho,0.9721436151397241,1.0606060606060606,33
Brazil.regions.PE:São Bento do Una,0.9745826534454626,0.967741935483871,31
Brazil.regions.SC:Ituporanga,0.9737354085603113,1.0,31
Brazil.regions.MG:Perdões,0.9720409187900088,1.064516129032258,31
Brazil.regions.SP:Garça,0.9754863813229572,0.9333333333333333,30
Brazil.regions.SP:Macatuba,0.9737354085603113,1.0,30
Brazil.regions.MG:Passos,0.9737354085603113,1.0,29
Brazil.regions.PR:Jataizinho,0.9737354085603113,1.0,29
Brazil.regions.SP:Bariri,0.9737354085603113,1.0,29
Brazil.regions.ES:Jerônimo Monteiro,0.9728297329934255,1.0344827586206897,29
Brazil.regions.PE:Lagoa dos Gatos,0.970112706292768,1.1379310344827587,29
Brazil.regions.PA:Santa Bárbara do Pará,0.9774874930516954,0.8571428571428571,28
Brazil.regions.GO:Santo Antônio do Descoberto,0.9765494719288493,0.8928571428571429,28
Brazil.regions.CE:Capistrano,0.9746734296831573,0.9642857142857143,28
Brazil.regions.BA:Valente,0.9785992217898832,0.8148148148148148,27
Brazil.regions.SP:Piracaia,0.9785992217898832,0.8148148148148148,27
Brazil.regions.PE:Triunfo,0.9766536964980544,0.8888888888888888,27
Brazil.regions.CE:Mulungu,0.9727626459143969,1.037037037037037,27
Brazil.regions.ES:Anchieta,0.9678988326848249,1.2222222222222223,27
Brazil.regions.BA:Eunápolis,0.9610894941634242,1.4814814814814814,27
