region,cases_distance,deaths_distance,cases_per_100k_distance,deaths_per_100k_distance,is_same_cluster
Brazil.regions.PR:Santa Mônica,5.2586750788643535,0.8990536277602523,145.4393023032053,22.583612855067884,False
Brazil.regions.PR:Santo Antônio do Caiuá,12.593059936908519,0.9542586750788644,514.2740382450427,36.13247539109672,False
Brazil.regions.RS:Saldanha Marinho,16.99052132701422,1.6208530805687207,678.5179083700862,61.16426719127246,False
Brazil.regions.SC:Vargem Bonita,13.776758409785932,0.0,313.75250260322673,0.0,False
Brazil.regions.SP:Alto Alegre,1.0,0.890909090909091,12.993972192534635,21.73479119075606,False
United_States_of_America.regions.Georgia:Brooks,20.31650893796004,3.251840168243954,107.59011693097237,21.03797740987225,False
United_States_of_America.regions.Georgia:Dooly,59.92087276550999,3.956361724500526,423.7585572184423,29.54713759895837,False
United_States_of_America.regions.Georgia:Mitchell,126.27707676130389,13.367507886435332,547.990090671797,61.142148316495124,False
United_States_of_America.regions.Illinois:Cass,46.80283911671925,0.0,363.272824649487,0.0,False
United_States_of_America.regions.Illinois:Warren,53.27996845425868,0.0,293.73941269702726,0.0,False
United_States_of_America.regions.Kansas:Seward,280.7423764458465,0.0,1283.5966970670067,0.0,False
United_States_of_America.regions.Kentucky:Butler,41.13144058885384,1.84279705573081,306.77693419070147,14.308541468520923,False
United_States_of_America.regions.Kentucky:Jackson,50.56361724500526,5.247108307045216,356.12182404623155,39.366106287382514,False
United_States_of_America.regions.Louisiana:Allen,55.20241850683491,5.667718191377497,186.39215553799656,22.116198506955545,False
United_States_of_America.regions.Louisiana:De Soto,79.00893796004208,4.579390115667718,257.9686845386816,16.674762828779517,False
United_States_of_America.regions.Louisiana:East Feliciana,63.92613038906414,3.8564668769716084,305.82473657178537,20.153994653627432,False
United_States_of_America.regions.Louisiana:Franklin,56.860672975814936,1.3459516298633016,256.52453915120725,6.7247146133564915,False
United_States_of_America.regions.Louisiana:Plaquemines,88.22397476340694,6.069926393270242,351.2635496443589,26.166859478683634,False
United_States_of_America.regions.Louisiana:West Feliciana,48.488696109358564,0.20504731861198738,286.527711145747,1.317107647815952,False
United_States_of_America.regions.Minnesota:Nobles,553.2844374342797,0.8596214511041009,2532.4143370384595,3.9743929497623616,False
United_States_of_America.regions.Missouri:Mississippi,37.104190260475654,0.0,258.49026825768436,0.0,False
United_States_of_America.regions.Missouri:Saline,86.36172450052575,0.0,351.22574699177204,0.0,False
United_States_of_America.regions.North Carolina:Northampton,53.48948475289169,0.5336487907465826,246.99997129800346,2.739048353675422,False
United_States_of_America.regions.Tennessee:Bledsoe,39.20609884332282,0.0,248.58972036211847,0.0,False
Slovenia,420.4797581493165,3.703995793901157,19.45521214554879,0.17916445583577392,False
Czechia,870.527865404837,1.9558359621451105,31.68385339709246,0.018406663866646942,False
Portugal,1669.8144058885384,24.25078864353312,25.465544772573153,0.23586218630165845,False
Brazil.regions.MA:Santo Antônio dos Lopes,58.735249621785165,0.0,380.66634257428524,0.0,False
Brazil.regions.PB:Amparo,4.8,0.0,257.51599983359876,0.0,False
Brazil.regions.PB:São José do Sabugi,20.805555555555557,0.0,513.3356379015054,0.0,False
Brazil.regions.PI:São José do Divino,0.8659305993690851,1.0,16.212572172499826,18.70557426112982,False
Brazil.regions.PR:São João do Caiuá,19.006309148264986,0.8491062039957938,321.3794493102425,14.502240888057969,False
Brazil.regions.RN:Taboleiro Grande,1.5124450951683748,0.9224011713030748,83.17508092372238,35.947044867617876,False
Brazil.regions.RS:Doutor Maurício Cardoso,1.0,0.8418740849194729,15.407313011872423,18.506794568465004,False
Brazil.regions.RS:Esperança do Sul,0.9166666666666666,0.9166666666666666,62.29085434741191,31.328320802005017,False
Brazil.regions.RS:Tunas,2.48578811369509,1.3359173126614987,60.39275564547742,29.238724286747622,False
Brazil.regions.SP:Arandu,7.4321766561514195,1.8769716088328074,110.58705172102835,29.526059600956547,False
Brazil.regions.SP:Caiabu,1.1340694006309147,1.0,16.03595120277351,23.860653781913626,False
Brazil.regions.SP:Pedrinhas Paulista,1.169965075669383,1.0,65.09819687497468,32.33107015842224,False
Brazil.regions.SP:São João das Duas Pontes,0.047619047619047616,1.0,38.63712926722347,38.940809968847354,False
United_States_of_America.regions.Alabama:Chambers,110.42691903259725,5.804416403785488,302.43684370639073,17.454791615401124,False
United_States_of_America.regions.Indiana:Franklin,42.66298633017876,4.9395373291272335,161.5079101384302,21.70461960245731,False
United_States_of_America.regions.Kentucky:Adair,60.42691903259726,5.951629863301787,287.1353501758948,30.994843575157734,False
United_States_of_America.regions.Louisiana:Iberville,131.79915878023135,7.557833859095689,374.43881894078874,23.24700519545904,False
United_States_of_America.regions.Tennessee:Lake,44.510515247108316,0.0,624.9349891963167,0.0,False
United_States_of_America.regions.Virginia:Richmond,52.522082018927456,0.0,567.8714465455084,0.0,False
United_States_of_America.regions.Maryland,538.2292323869611,5.207676130389064,30.958597981544525,0.08613879878506742,False
United_States_of_America.regions.New York:Westchester,3521.9358569926394,4.482124079915878,335.54513695833907,0.46326576578500583,False
Brazil.regions.AM:Amaturá,94.26706428098079,2.2763419483101397,797.1024157997929,19.73250648673838,False
Brazil.regions.AM:Itapiranga,45.874213836477985,1.5998427672955975,486.20705834957647,17.488443018097914,False
Brazil.regions.AM:Rio Preto da Eva,196.87712344280862,4.238391845979615,557.6545883816538,12.709964452513315,False
Brazil.regions.TO:Lizarda,1.0,1.0,10.652198471801912,26.737967914438503,False
United_States_of_America.regions.Montana:Toole,19.854889589905365,3.322818086225026,424.32859219353,70.16085486117032,False
