region,similarity,distance,days,score
Brazil.regions.MT:Alta Floresta,0.9999995924229975,0.14285714285714285,35,0.9999995924229974
Brazil.regions.SP:Barra do Turvo,0.9999995924229975,0.14285714285714285,35,0.9999995924229974
Brazil.regions.AC:Porto Acre,0.999999347876796,0.22857142857142856,35,0.9999993478767959
Brazil.regions.SP:Jaguariúna,0.999999347876796,0.22857142857142856,35,0.9999993478767959
Brazil.regions.CE:Catarina,0.999999347876796,0.22857142857142856,35,0.9999993478767959
Brazil.regions.RS:Vila Maria,0.999999347876796,0.22857142857142856,35,0.9999993478767959
Brazil.regions.SP:Terra Roxa,0.999999347876796,0.22857142857142856,35,0.9999993478767959
Brazil.regions.CE:Mauriti,0.999999347876796,0.22857142857142856,35,0.9999993478767959
Brazil.regions.RJ:Cantagalo,0.9999992663613955,0.2571428571428571,35,0.9999992663613954
Brazil.regions.MT:Canarana,0.9999992663613955,0.2571428571428571,35,0.9999992663613954
Brazil.regions.RS:Charqueadas,0.999999184845995,0.2857142857142857,35,0.9999991848459949
Brazil.regions.RS:Canguçu,0.999999184845995,0.2857142857142857,35,0.9999991848459949
Brazil.regions.BA:Ituberá,0.999999184845995,0.2857142857142857,35,0.9999991848459949
Brazil.regions.SP:Itararé,0.999999184845995,0.2857142857142857,35,0.9999991848459949
Brazil.regions.RS:Santa Cruz do Sul,0.999999184845995,0.2857142857142857,35,0.9999991848459949
Brazil.regions.PE:Belo Jardim,0.9999991033305945,0.3142857142857143,35,0.9999991033305944
Brazil.regions.SC:Pomerode,0.999999021815194,0.34285714285714286,35,0.9999990218151938
Brazil.regions.MG:Sarzedo,0.999999021815194,0.34285714285714286,35,0.9999990218151938
Brazil.regions.ES:São Roque do Canaã,0.999999021815194,0.34285714285714286,35,0.9999990218151938
Brazil.regions.RS:Eldorado do Sul,0.999999021815194,0.34285714285714286,35,0.9999990218151938
Brazil.regions.PR:Quatro Barras,0.999999021815194,0.34285714285714286,35,0.9999990218151938
Brazil.regions.BA:Itagi,0.999999021815194,0.34285714285714286,35,0.9999990218151938
Brazil.regions.BA:Pojuca,0.999999021815194,0.34285714285714286,35,0.9999990218151938
Brazil.regions.SC:Timbé do Sul,0.999999021815194,0.34285714285714286,35,0.9999990218151938
Brazil.regions.CE:Itapajé,0.999999021815194,0.34285714285714286,35,0.9999990218151938
Brazil.regions.RJ:Porciúncula,0.999999021815194,0.34285714285714286,35,0.9999990218151938
Brazil.regions.RS:Alegrete,0.999999021815194,0.34285714285714286,35,0.9999990218151938
Brazil.regions.BA:Nova Soure,0.999999021815194,0.34285714285714286,35,0.9999990218151938
Brazil.regions.PR:Toledo,0.9999989402997935,0.37142857142857144,35,0.9999989402997934
Brazil.regions.PA:São Geraldo do Araguaia,0.9999989402997935,0.37142857142857144,35,0.9999989402997934
Brazil.regions.PR:Campo Magro,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.CE:Fortim,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.PR:Faxinal,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.PR:Cornélio Procópio,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.PR:Contenda,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.RN:Passa e Fica,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.BA:Campo Formoso,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.PR:Chopinzinho,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.BA:Canarana,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.RS:Pareci Novo,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.PR:São Manoel do Paraná,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.RS:Piratini,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.ES:Boa Esperança,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.RS:Rolante,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.BA:Conde,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.RN:Luís Gomes,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.RN:Carnaubais,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.RN:Baía Formosa,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.GO:Anhanguera,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.SP:Iracemápolis,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.RS:Santiago,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.BA:São Domingos,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.PR:Ibaiti,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.AL:Porto Real do Colégio,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.GO:Campestre de Goiás,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.RS:Camaquã,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.RS:Capão do Leão,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.RS:Cerro Grande do Sul,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.SP:Cedral,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.RS:Dom Pedrito,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.PR:Vitorino,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.CE:Croatá,0.999998858784393,0.4,35,0.9999988587843929
Brazil.regions.BA:Aurelino Leal,0.999998858784393,0.4,35,0.9999988587843929
